facility_id,facility_name,facility_type,subtype,owner_type,settlement,is_phcu,status,operational_status,region,zone,woreda,city,kebele,latitude,longitude,altitude,dhis2_id,ethiopian_national_facility_id,catchment_population,number_of_inpatient_beds,number_of_maternity_beds,number_of_emergency_beds,number_of_opd_rooms,number_of_ipd_rooms,number_of_laboratory_rooms,number_of_imaging_rooms,number_of_mch_rooms,number_of_icu_rooms,phone,facility_owners_name,referral_linkage,reports_to,year_opened,created_at_text,_sdc_extracted_at,region_canonical,region_raw,facility_name_amharic_xlat,facility_name_expanded,facility_name_normalized,facility_name_phonetic,region_normalized,zone_normalized,woreda_normalized
1049607,Sead Drugstore,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,Jimma Zone,Limu Seka,Atnago,01,8.3033734,36.9482056,1859.80004882812,,238874-2,,,,,,,,,,,948977717,Abduselam Abera Yimer,,,"መጋቢት 14,2008","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Sead Drugstore,Sead Drugstore,sead drugstore,S336,oromia,jimma zone,limu seka
1049608,Tsinat Drug Store,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Closed,oromia,Jimma Zone,Limu Seka,Seka ,Seka,,,,,238875-9,,,,,,,,,,,979291718,Sanayit Abera Adamu ,,,"መጋቢት 15,2007","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Tsinat Drug Store,Tsinat Drug Store,tsinat drug store,T253,oromia,jimma zone,limu seka
1049609,Eyob Drug Store,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Closed,oromia,Jimma Zone,Mana,Haro,Haro,,,,,238876-7,,,,,,,,,,,911768654,Amin Kemal Gutu,,,"መጋቢት 14,2007","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Eyob Drug Store,Eyob Drug Store,eyob drug store,E136,oromia,jimma zone,mana
1049610,Kiya Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,oromia,Jimma Zone,Mana,Yebu ,Yebu,7.786544,36.7274213,1920.90002441406,,238877-5,,,,,,,,,,,917062685,Mesay Fikre Alemu,,,"መጋቢት 9,2006","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Kiya Drugstore,Kiya Drugstore,kiya drugstore,K362,oromia,jimma zone,mana
1049611,Mana Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,oromia,Jimma Zone,Mana,Yebu,Yebu,7.7812803,36.7277059,1940.59997558593,,238878-3,,,,,,,,,,,911760848,Tigist Kelemework Abate,,,"መጋቢት 15,2003","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Mana Drugstore,Mana Drugstore,mana drugstore,M536,oromia,jimma zone,mana
1049612,Edamu Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,oromia,Jimma Zone,Mencho,Bilu,Bilu,7.482186,37.0585817,1808.6,,238879-1,,,,,,,,,,,913136416,Awel Jebal Kelil,,,"መስከረም 2,2014","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Edamu Drugstore,Edamu Drugstore,edamu drugstore,E353,oromia,jimma zone,mencho
1049613,Abdi Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Closed,oromia,Jimma Zone,Nono Benja,Benja, Nono,8.5816784,37.1093714,1704.0,,238880-9,,,,,,,,,,,911990337,Alemu Tefera Jote,,,"መጋቢት 2,2007","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Abdi Drugstore,Abdi Drugstore,abdi drugstore,A133,oromia,jimma zone,nono benja
1049615,Asendabo Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,oromia,Jimma Zone,Omo Nada,Asandabo,Wirtu Yadi,7.7565169,37.2213297,1734.30004882812,,238882-5,,,,,,,,,,,911438472,Muktar Mustefa Zakir,,,"መጋቢት 8,2003","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Asendabo Drugstore,Asendabo Drugstore,asendabo drugstore,A253,oromia,jimma zone,omo nada
1049616,Iman Drug Store,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Closed,oromia,Jimma Zone,Omo Nada,Nada,Nada,7.6346174,37.2526569,1829.7,,238883-3,,,,,,,,,,,917019191,Muzamil Ali Abdu,,,"መጋቢት 17,2007","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Iman Drug Store,Iman Drug Store,iman drug store,I553,oromia,jimma zone,omo nada
1049617,Jimana Firew Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,oromia,Jimma Zone,Omo Nada,Asendabo,Abdi Gudina,7.7565609,37.2226409,1740.20007324218,,238884-1,,,,,,,,,,,995358727,Bekelech Imana Nagawo,,,"መጋቢት 8,2007","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Jimana Firew Drugstore,Jimana Firew Drugstore,jimana firew drugstore,J551,oromia,jimma zone,omo nada
1049618,Kegna Drug Store,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Closed,oromia,Jimma Zone,Omo Nada,Nada ,Asandabo,,,,,238885-8,,,,,,,,,,,912435657,Hafiz Abafita Abamagal,,,"መጋቢት 12,2005","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Kegna Drug Store,Kegna Drug Store,kegna drug store,K253,oromia,jimma zone,omo nada
1049619,Umer Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,oromia,Jimma Zone,Omo Nada,Nada,Nada 02,7.6345631,37.2526331,1806.5,,238886-6,,,,,,,,,,,911394355,Nezif Abagelan Shemsu,,,"መጋቢት 7,2008","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Umer Drugstore,Umer Drugstore,umer drugstore,U563,oromia,jimma zone,omo nada
1049620,Abageda Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,oromia,Jimma Zone,Seka Chekorsa,Seka Town,01,7.6034633,36.724055,1842.6,,238887-4,,,,,,,,,,,955055440,Abdurezak Mohamed Mahmud,,,"መጋቢት 9,2010","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Abageda Drugstore,Abageda Drugstore,abageda drugstore,A123,oromia,jimma zone,seka chekorsa
1049621,Seka Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,oromia,Jimma Zone,Seka Chekorsa,Seka Town,02,7.6042566,36.7257598,1860.1,,238888-2,,,,,,,,,,,912018959,Henok Mabrate Mamo,,,"መጋቢት 14,2009","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Seka Drugstore,Seka Drugstore,seka drugstore,S236,oromia,jimma zone,seka chekorsa
1049622,Selam Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,oromia,Jimma Zone,Seka Chekorsa,Seka Town,01,7.6018332,36.7217458,1718.5,,238889-0,,,,,,,,,,,913243732,Malese Abamila Arbis,,,"መጋቢት 6,2009","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Selam Drugstore,Selam Drugstore,selam drugstore,S453,oromia,jimma zone,seka chekorsa
1049624,Yasmin Drugstore,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,Jimma Zone,Setema,Gatira,01,7.976203,36.20401,2273.615,,238891-6,,,,,,,,,,,911692251,Rijalu Mohammed Beshir,,,"ሐምሌ 27,2007","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Yasmin Drugstore,Yasmin Drugstore,yasmin drugstore,Y255,oromia,jimma zone,setema
1049625,Yeshi Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Closed,oromia,Jimma Zone,Setema,Gatira,Gatira,7.9775499,36.206243,2265.014,,238892-4,,,,,,,,,,,924815882,Sisay Wondimu Moges,,,"መጋቢት 10,2006","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Yeshi Drugstore,Yeshi Drugstore,yeshi drugstore,Y236,oromia,jimma zone,setema
1049626,Afia Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,oromia,Jimma Zone,Shabe Sombo,Shabe  ,Lalisa Bula,7.5057473,36.5146873,0.0,,238893-2,,,,,,,,,,,911664238,Mohamed Badru Musa,,,"መጋቢት 7,2009","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Afia Drugstore,Afia Drugstore,afia drugstore,A136,oromia,jimma zone,shabe sombo
1049627,Halal Drugstore,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,Jimma Zone,Shabe Sombo,Sombo,Atro gafare,7.5649785,36.6409344,0.0,,238894-0,,,,,,,,,,,944637425,Nuredin Seid Ali,,,"መጋቢት 14,2009","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Halal Drugstore,Halal Drugstore,halal drugstore,H443,oromia,jimma zone,shabe sombo
1049630,Lina Pharmacy ,Pharmacy,pharmacy,Private for profit,Urban,No,Approved,Operational,oromia,Jimma Town,Jimma Town,Jimma ,Becho Bore ,7.6647519,36.8407847,1706.90002441406,,238897-3,,,,,,,,,,,911794459,Abdela  Aman Mekuria ,,,"መጋቢት 10,2010","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Lina Pharmacy ,Lina Pharmacy ,lina pharmacy,L516,oromia,jimma town,jimma town
1049631,Mebruk Drugstore,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,Jimma Zone,Sigmo,Sigmo ,01,7.9104104,36.1011097,2228.9,,238898-1,,,,,,,,,,,911664238,Mohammad Bediru Mussa,,,"መጋቢት 6,2008","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Mebruk Drugstore,Mebruk Drugstore,mebruk drugstore,M162,oromia,jimma zone,sigmo
1049632,Oromia Drugstore,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,Jimma Zone,Sigmo,Sigmo,01,7.9097939,36.0998464,2235.0,,238899-9,,,,,,,,,,,911873065,Sadam Jundi Aliyi,,,"ነሐሴ 24,2014","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Oromia Drugstore,Oromia Drugstore,oromia drugstore,O653,oromia,jimma zone,sigmo
1049635,Deneba Drugstore,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,oromia,Jimma Zone,Sokoru,Deneba,Danaba,7.8350547,37.3581806,0.0,,238902-1,,,,,,,,,,,476630009,Workineh Dinsa Bolda,,,"መጋቢት 12,2009","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Deneba Drugstore,Deneba Drugstore,deneba drugstore,D513,oromia,jimma zone,sokoru
1049636,Eyob Drug Store,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Closed,oromia,Jimma Zone,Sokoru,Nateri,Nateri,,,,,238903-9,,,,,,,,,,,911786543,Eyob Tekalign Woldu,,,"መጋቢት 11,2010","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Eyob Drug Store,Eyob Drug Store,eyob drug store,E136,oromia,jimma zone,sokoru
1049637,Kumbi Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,oromia,Jimma Zone,Sokoru,Kumbi,Kumbi,8.1298365,37.4918025,1906.90209960937,,238904-7,,,,,,,,,,,917214007,Fuad Muhidin Abagidi,,,"ሐምሌ 15,2016","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Kumbi Drugstore,Kumbi Drugstore,kumbi drugstore,K513,oromia,jimma zone,sokoru
1049638,Alem Drugstore,Pharmacy,Drug Store,Private for profit,Rural,No,Approved,Operational,oromia,Jimma Zone,Nedhi Gibe,Dimtu,Dimtu,7.8515982,37.2314433,1833.5,,238905-4,,,,,,,,,,,917209110,Rijal Kasim Abagunbul,,,"መጋቢት 6,2008","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Alem Drugstore,Alem Drugstore,alem drugstore,A453,oromia,jimma zone,nedhi gibe
1049639,Agaro Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Closed,oromia,Agaro Towm,Agaro Town,Agaro,Bake-Agelo,7.8551508,36.5896207,1645.09997558593,,238906-2,,,,,,,,,,,911376990,Meskerem Yali Agaro,,,"ነሐሴ 2,2013","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Agaro Drug Store,Agaro Drug Store,agaro drug store,A263,oromia,agaro towm,agaro town
1049644,Bedasa Didesa,Health Post,Comprehensive Health Post,Public/Government,Rural,No,Approved,Operational,oromia,East Wollega Zone,Jima Arjo,Arjo,Bedasa Didesa,8.7554963,36.5012806,2438.4,,238911-2,,,,,,,,,,,917286387,Government,,Hunde Gudina Health Center,"የካቲት 11,2016","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Bedasa Didesa,Bedasa Didesa,bedasa didesa,B323,oromia,east wollega zone,jima arjo
1049651,Abdi Saba Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Kelem Wollega Zone,Hawa Gelan,Mendera 21,madda Talila,,,,,238918-7,,,,,,,,,,,911799805,Degefu Tafesa,,Hawa Gelan Woreda,"ሐምሌ 10,2004","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Abdi Saba Primary Clinic,Abdi Saba Primary Clinic,abdi saba primary clinic,A132,oromia,kelem wollega zone,hawa gelan
1049662,Faya Ofi Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Kelem Wollega Zone,Gidami,Buri,Buri,,,,,238929-4,,,,,,,,,,,906655809,Zalalu Yadata Tita,,Gidami Woreda ,"መጋቢት 1,2006","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Faya Ofi Primary Clinic,Faya Ofi Primary Clinic,faya ofi primary clinic,F116,oromia,kelem wollega zone,gidami
1049666,Abdi bori Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,Kelem Wollega Zone,Gidami,Gidami,Gidami 02,,,,,238933-6,,,,,,,,,,,924483651,Wangelu Tashome Lamu,,Gidami Woreda ,"መጋቢት 11,2010","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Abdi bori Primary Clinic,Abdi bori Primary Clinic,abdi bori primary clinic,A131,oromia,kelem wollega zone,gidami
1049676,Alami Sayo Health Post,Health Post,Basic Health Post,Public/Government,Rural,No,Approved,Operational,oromia,East Wollega Zone,Gobu Seyo,Ano,Kale kombolcha,9.1060204,36.9450004,1891.6,,238943-5,501.0,,,,1.0,,,,,,945761877,Government,,Seyo Health Center ,"ጥር 3,2002","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Alami Sayo Health Post,Alami Sayo Health Post,alami sayo health post,A452,oromia,east wollega zone,gobu seyo
1049680,Odaa Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,West Wollega Zone,Ganji,Ganji ,Ganji 02,9.0348405,35.6155503,1814.1,,238947-6,3000.0,,,1.0,1.0,,,,,,917664532,Diriba Senbeta Kebeda,Ganji Primary Hospital,Ganji Woreda,"መስከረም 30,2005","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Odaa Primary Clinic,Odaa Primary Clinic,odaa primary clinic,O316,oromia,west wollega zone,ganji
1049682,Makbel Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,benishangul gumuz,Metekel Zone,Dangur Woreda,Mabuk,1,,,,,238949-2,,,,,,,,,,,918457812,,,,,"ሰኔ 21,2013",2026-05-22 00:13:20,benishangul gumuz,Benishangul-Gumuz Region,Makbel Drug Store,Makbel Drug Store,makbel drug store,M214,benishangul gumuz,metekel zone,dangur woreda
1049683,Metshet Drug Store,Pharmacy,Drug Store,Private for profit,Urban,No,Approved,Operational,benishangul gumuz,Metekel Zone,Dangur Woreda,Manbuk,1,11.2958416,36.2434111,1197.30004882812,,238950-0,,,,,,,,,,,918448676,Medihanit Tsegaya,,,"የካቲት 11,2010","ሰኔ 21,2013",2026-05-22 00:13:20,benishangul gumuz,Benishangul-Gumuz Region,Metshet Drug Store,Metshet Drug Store,metshet drug store,M323,benishangul gumuz,metekel zone,dangur woreda
1049696,Robsan Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,East Wollega Zone,Gobu Seyo,Ano,Ano 01,9.0921524,36.9583657,1849.9,,238963-3,3203.0,,,,1.0,,,,,,965748974,Kumera Fantahun,,Gobu Seyo Woreda,"ጥር 3,2007","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Robsan Primary Clinic,Robsan Primary Clinic,robsan primary clinic,R125,oromia,east wollega zone,gobu seyo
1049702,Bikila Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,East Wollega Zone,Gudeya Bila,Jare,Jare 01,9.2136958,37.067695,2017.6,,238969-0,4690.0,,1.0,,1.0,,,,1.0,,924476184,Bikila Terefa Senbato,,Gudeya Bila Woreda,"ጥር 8,2008","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Bikila Primary Clinic,Bikila Primary Clinic,bikila primary clinic,B241,oromia,east wollega zone,gudeya bila
1049710,Abdi Teresa Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,East Wollega Zone,Sibu Sire,Bujura,Bujura 01,9.0453112,36.8662297,0.0,,238977-3,3576.0,,,,1.0,,,,1.0,,917698273,Taresa Lama Gobena,,Sibu Sire Woreda ,"ጥር 6,2006","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Abdi Teresa Primary Clinic,Abdi Teresa Primary Clinic,abdi teresa primary clinic,A133,oromia,east wollega zone,sibu sire
1049716,Hunde Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Closed,oromia,East Wollega Zone,Sibu Sire,Sire,Chari,9.0358627,36.8731038,1810.0,,238982-3,5000.0,,,1.0,1.0,,,,,,917035853,Nagesu Teso Garbi,,Sibu Sire Woreda ,"ጥር 13,2005","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Hunde Primary Clinic,Hunde Primary Clinic,hunde primary clinic,H531,oromia,east wollega zone,sibu sire
1049720,Walin Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,East Wollega Zone,Gudeya Bila,Bila,Bila 01,9.2913904,37.0254856,2053.1,,238986-4,2499.0,,1.0,,1.0,,,,1.0,,913797492,Berhanu Olkaba,,Gudeya Bila Woreda,"ታኅሣሥ 30,2008","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Walin Primary Clinic,Walin Primary Clinic,walin primary clinic,W451,oromia,east wollega zone,gudeya bila
1049721,Mati Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,East Wollega Zone,Sibu Sire,Sire,Cheri,9.0378386,36.8733383,1825.0,,238987-2,3210.0,,,1.0,1.0,,,,1.0,,917030220,Tadese Leta Hirpha,,Sibu Sire Woreda ,"ጥር 2,1996","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Mati Primary Clinic,Mati Primary Clinic,mati primary clinic,M316,oromia,east wollega zone,sibu sire
1049728,Segni Bori Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,East Wollega Zone,Diga,Gudetu Arjo,Gudetu Arjo,9.0396885,36.2475202,1327.4,,238994-8,2500.0,,,1.0,1.0,,,,,,917042698,Hika Gabisa Fufa,,Diga Woreda ,"ጥር 2,1995","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Segni Bori Primary Clinic,Segni Bori Primary Clinic,segni bori primary clinic,S251,oromia,east wollega zone,diga
1049739,Lalisa Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,West Wollega Zone,Guliso,Cheliya Eka,Cheliya Eka,,,,,239005-2,3400.0,,,,,,,,,,917848813,Ayehun Deressa,Aira General Hospital,Guliso Woreda,"መስከረም 19,2006","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Lalisa Primary Clinic,Lalisa Primary Clinic,lalisa primary clinic,L421,oromia,west wollega zone,guliso
1049740,Abdi Bori Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,Nejo Town,Nejo Town,Nedjo Town,Nedjo 04,9.4995547,35.5112969,1900.0,,239006-0,,,,1.0,1.0,,,,,,917091539,Negasa Wakgari,Nedjo General Hospital,Nedjo Town,"ኅዳር 23,2012","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Abdi Bori Primary Clinic,Abdi Bori Primary Clinic,abdi bori primary clinic,A131,oromia,nejo town,nejo town
1049741,Yadaket Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,West Wollega Zone,Guliso,Sage Guji,Sage Guji,,,,,239007-8,2367.0,,,,,,,,,,912502011,Lalisa Dina Beti,Aira General Hospital,Guliso Woreda,"መስከረም 9,2009","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Yadaket Primary Clinic,Yadaket Primary Clinic,yadaket primary clinic,Y323,oromia,west wollega zone,guliso
1049743,Lemi Bodena Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,West Wollega Zone,Guliso,Guliso ,Guliso 02,,,,,239009-4,3000.0,,,,,,,,,,915895492,Mereba Imana ,Aira General Hospital,Guliso Woreda,"መስከረም 2,2008","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Lemi Bodena Primary Clinic,Lemi Bodena Primary Clinic,lemi bodena primary clinic,L513,oromia,west wollega zone,guliso
1049751,Nuwalif Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Kelem Wollega Zone,Hawa Gelan,Site 21,Mada talila,8.6565075,35.0164418,1329.0,,239017-7,,,,1.0,1.0,,,,,,930502168,Kibiru Kabada,,Hawa Gelan Woreda,"ጥር 24,2005","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Nuwalif Primary Clinic,Nuwalif Primary Clinic,nuwalif primary clinic,N411,oromia,kelem wollega zone,hawa gelan
1049759,Geda Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Closed,oromia,East Wollega Zone,Gida Ayana,Ayana,Ayana 02,9.8712076,36.6241787,2081.0,,239025-0,5000.0,,,2.0,1.0,,,,,,921319111,Tadele Regea Tasfa,,Gida Ayana Woreda,"ጥር 6,2008","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Geda Primary Clinic,Geda Primary Clinic,geda primary clinic,G316,oromia,east wollega zone,gida ayana
1049763,Diriba Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,East Wollega Zone,Anger Gute Town,Anger Gute,Anger Gute 01,9.5628424,36.6285299,1397.40002441406,,239028-4,5000.0,,,1.0,1.0,,,,,,929945226,Diriba Mulu Deressa,,Anger Gute Town ,"ጥር 1,2006","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Diriba Primary Clinic,Diriba Primary Clinic,diriba primary clinic,D611,oromia,east wollega zone,anger gute town
1049764,Arkumbe Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,East Wollega Zone,Anger Gute Town,Anger Gute,Anger Gute 01,,,,,239029-2,4390.0,,,,,,,,,,917032122,Alemitu Negasa Tolera,,Anger Gute Town ,"ጥር 3,2006","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Arkumbe Primary Clinic,Arkumbe Primary Clinic,arkumbe primary clinic,A625,oromia,east wollega zone,anger gute town
1049766,Rehobot Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,East Wollega Zone,Gida Ayana,Ayana,Ayana,,,,,239031-8,3500.0,,,,,,,,,,911961930,Kelbesa Desaleny Bushura,,Gida Ayana Woreda,"ጥር 3,2004","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Rehobot Primary Clinic,Rehobot Primary Clinic,rehobot primary clinic,R131,oromia,east wollega zone,gida ayana
1049767,Sifan Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Operational,oromia,Kelem Wollega Zone,Hawa Gelan,Mojo,Mendera 20,8.7375493,35.0063234,1523.0,,239032-6,,,,,0.0,,,,,,917451145,Tekkalign,,Hawa Gelan Woreda,"ጥር 19,2007","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Sifan Primary Clinic,Sifan Primary Clinic,sifan primary clinic,S151,oromia,kelem wollega zone,hawa gelan
1049775,Chala Primary Clinic,Clinic,Primary Clinic,Private for profit,Urban,No,Approved,Operational,oromia,East Wollega Zone,Gudeya Bila,Bila,Bila 01,,,,,239040-9,4586.0,,,,,,,,,,917031432,Wodajo Kitessa Afeta,,Gudeya Bila Woreda,"ታኅሣሥ 17,2005","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Chala Primary Clinic,Chala Primary Clinic,chala primary clinic,C416,oromia,east wollega zone,gudeya bila
1049776,Tawakal Primary Clinic,Clinic,Primary Clinic,Private for profit,Rural,No,Approved,Closed,oromia,East Wollega Zone,Gida Ayana,Ayana,Ayana 01,,,,,239041-7,2500.0,,,,,,,,,,917815300,Tesfaye Dheresa Tola ,,Gida Ayana Woreda,"ጥር 4,2007","ሰኔ 21,2013",2026-05-22 00:13:20,oromia,Oromia Region,Tawakal Primary Clinic,Tawakal Primary Clinic,tawakal primary clinic,T241,oromia,east wollega zone,gida ayana
